word_id	word	inst_id	yomi	type	source	data	sentence
01_itimi	一味	w:704306:18:1:1	イチミ	sampling	Wikipedia	train	他のルパン*一味*の面々も銭形に親しみを持っており、次元は「（銭形は）憎めない奴なんだ」と評したり、五ェ門と不二子は「ルパンが銭形を殺した」というデマを鵜呑みにした際に「お主を見損なったぞ」「あなたとはもうこれっきりよ！
01_itimi	一味	w:770339:17:2:1	イチミ	sampling	Wikipedia	train	一連の抗争に業を煮やした警察が両ギャング間の更なる流血沙汰を防ぐため、レルズ*一味*を武器隠匿などで強引に連行し、留置場に閉じ込めた。
01_itimi	一味	w:930913:16:4:1	イチミ	sampling	Wikipedia	train	*一味*はユカタン海峡でイギリス船を拿捕したほか、キューバでココアを満載したスペインのブリガンティン船を掠奪した。
01_itimi	一味	w:930913:25:5:1	イチミ	sampling	Wikipedia	train	釈放されたヴェインらは一時は降伏に同意したものの、密かに*一味*を集結させ、スループ船を奪って海賊行為を再開したのである。
01_itimi	一味	w:959754:6:3:1	イチミ	sampling	Wikipedia	test	しかし、ジャックはたやすくそれを退け、有毒廃棄物を不当投棄する*一味*は対応に苦慮する。
01_itimi	一味	w:977439:8:5:1	イチミ	sampling	Wikipedia	train	その赤ん坊は身代金が支払われた後に死体で発見され、次の子供を妊娠していたアームストロング夫人は死産の末に命を落とし、犯人の*一味*と誤解されたメイドのポーレットは自殺し、そして一連の悲劇に疲弊したアームストロング大佐も自ら命を絶ってしまった。
01_itimi	一味	w:1004105:13:3:1	ヒトアジ	sampling	Wikipedia	train	ヘリコプター撮影による雄大な空撮映像に、シンガー・ソングライターのニール・ダイアモンドが劇中歌を付け加えており、原作とはまた*一味*違う詩情を持ったシネポエムとなっている。
01_itimi	一味	w:1011761:13:2:1	イチミ	sampling	Wikipedia	val	些細な因縁からリトル・ゼに恋人を犯され家族を殺された堅気の男“二枚目マネ”はリトル・ゼへの復讐を誓い、敵対するセヌーラ*一味*に加入。
01_itimi	一味	w:1028346:10:2:1	イチミ	sampling	Wikipedia	train	解き放たれた女武侠は鈍りきった身体でありながら盗賊*一味*を瞬殺する。
01_itimi	一味	w:1300427:14:7:1	イチミ	sampling	Wikipedia	train	ライアットは首元にＮＤＷを付けたミシェルを人質に危機を脱しようとするが、ルパン*一味*の巧みな連携で彼女を爆弾から救い出す。
01_itimi	一味	w:1310876:8:1:1	イチミ	sampling	Wikipedia	train	東渓村の晁蓋ら*一味*が蔡京へ送られる生辰綱（誕生日の贈り物）１０万貫を強奪する事件が起きると、都頭の朱仝は同僚の雷横とともに東渓村を管轄する鄆城県から晁蓋らの捕縛を命を受け派遣されたが、宋江の手引きにより晁蓋らはすでに逃亡していた。
01_itimi	一味	w:1333980:11:2:1	イチミ	sampling	Wikipedia	train	強盗をした時、*一味*は白いナプキンで覆面をしていたが、そのナプキンはおそらくハーヴェイ・ハウスでくすねたものであろうとされている。
01_itimi	一味	w:1885062:16:1:1	イチミ	sampling	Wikipedia	train	ペイトンはジュリーを救うため、誰でもあって誰でもない、何処にでもいて何処にもいない、闇に潜む無貌の復讐鬼ダークマンとして、たった一人でデュラント*一味*とストラック社長へと戦いを挑む。
01_itimi	一味	w:2271378:20:4:1	イチミ	sampling	Wikipedia	train	警部補はキャスリーンに*一味*を匿えば、責任を問われるから、彼らの手助けをやめるよう忠告して立ち去る。
01_itimi	一味	w:2308225:12:2:1	イチミ	sampling	Wikipedia	train	麦わら帽子をくわえた大ワシを追い、麦わらの*一味*は争奪戦に挑む。
01_itimi	一味	w:2341001:17:2:1	イチミ	sampling	Wikipedia	val	彦島の仙右衛門*一味*は、女房のお増は仙右衛門が囲い込んでいる妾を殺したいと思っており、またお頭の金の分配等のやり方が気に入らないという手下たちが出てきており内紛が顕在化してきた。
01_itimi	一味	w:2361165:9:5:1	イチミ	sampling	Wikipedia	train	勇作はかつての義仙の教えを守り、無用な戦いを避けるために*一味*の全員を一撃で気絶させる。
01_itimi	一味	w:2576982:6:6:1	イチミ	sampling	Wikipedia	val	その言葉に心を打たれた角右衛門は、おこうが浮浪になったきっかけが自身の*一味*が７年前に盗みを働いた際、子分におこうが斬られたことだったと知る。
01_itimi	一味	w:2616396:12:1:1	イチミ	sampling	Wikipedia	train	外人*一味*の待つ芝浦の倉庫に羽仁男は女と行った。
01_itimi	一味	w:2724528:13:3:2	イチミ	sampling	Wikipedia	train	一味が帰ってきたところにパーカーを心配してやってきたレスリーが見つかってしまい捕らえられるが、パーカーは*一味*と対決して勝利し、レスリーを救出する。
01_itimi	一味	w:3195848:6:1:1	イチミ	sampling	Wikipedia	train	孫休が即位して孫綝*一味*を誅殺すると、大赦を行なったおかげで滕牧は都へ戻る事ができ、五官中郎に任ぜられた。
01_itimi	一味	w:3218058:10:1:1	イチミ	sampling	Wikipedia	val	１９３１年５月、シュルツ*一味*に兄を殺された後、マシンガンを使った派手な襲撃スタイルをエスカレートさせた。
01_itimi	一味	w:3245890:5:7:1	イチミ	sampling	Wikipedia	train	当然これを拒否するピーターだったが、連邦警察は彼をサイモンの*一味*と断定し、共に逮捕しようと迫ってくる。
01_itimi	一味	w:3335150:9:2:1	イチミ	sampling	Wikipedia	train	クラール*一味*のマナスに家族を殺されていたジェイラはかつてこの星に墜落した宇宙船を住みかにして一人で生きていた。
01_itimi	一味	w:3384891:15:2:2	イチミ	sampling	Wikipedia	val	黒岩によれば、麦わらの一味が海賊でありながらお金を狙うことがあまりないことから、*一味*が大金を狙う話を最初のプロットとして作った。
01_itimi	一味	w:3384891:70:1:1	イチミ	sampling	Wikipedia	train	ドレスローザを出港した麦わらの*一味*は、ルフィを慕うバルトロメオの海賊船「ゴーイングルフィセンパイ号」に乗り、次なる島「ゾウ」を目指していた。
01_itimi	一味	w:3628401:5:5:1	イチミ	sampling	Wikipedia	train	こうして囚われの身となったトニーだが、島から逃げるためには橋を渡らなければならず、どうにか*一味*の目を逃れて渡ったとしてもジプシーたちが彼を待ち構えているに違いない。
01_itimi	一味	w:3719870:34:10:1	イチミ	sampling	Wikipedia	train	那珂は江戸常住となるが、義明入国の際には、那珂の*一味*が大挙して出迎え、口々に国が良く治まっていることを証言する。
01_itimi	一味	w:4177066:11:9:1	イチミ	sampling	Wikipedia	train	翌日、さらに東へ向かった*一味*はエダ島の裕福な家を襲おうと企んだが、カーフ島の岸に乗り上げてしまい、投降するほかなくなってしまった。
01_itimi	一味	w:4203237:8:2:1	イチミ	sampling	Wikipedia	train	*一味*にはバーソロミュー・シャープ、、、、、ウィリアム・ダンピアらがいた。
01_itimi	一味	w:4235208:5:1:1	イチミ	sampling	Wikipedia	train	セルジオ・レオーネ監督のマカロニ・ウエスタン『荒野の用心棒』（１９６４年）で唾を吐いて最初に撃たれるガンマン、『夕陽のガンマン』（１９６５年）でインディオに裏切り者として射殺される*一味*、ルチオ・フルチ監督の異色マカロニウエスタン『荒野の処刑』（１９７５年／未／ビデオ／ＴＶ放映）で裸の胸に保安官バッヂを刺される男など、端役であっても印象に残るものが少なくない。
01_itimi	一味	w:4240922:8:1:1	イチミ	sampling	Wikipedia	train	以後、癖のある風貌からクレイグ・ヒル主演の『西部の無頼人』（１９６８年／未／ＴＶ放映）の犯人*一味*やスペインで撮影されたハリウッド西部劇『１００挺のライフル』（１９６７年）のラクエル・ウェルチ扮するメキシコ娘の政府軍に殺される父親役に起用された。
01_itimi	一味	w:4377421:13:1:1	イチミ	sampling	Wikipedia	val	７月９日にはアーノルドは妻の靴を修理に出すために外出の許可を求めた際、飯場で働いていた地元出身のメイドの助言により、ハーイスィン界隈の靴屋のうち、イディッシュ語を話せるユダヤ人の靴屋（赤軍パルチザンの*一味*）を紹介してもらった。
01_itimi	一味	w:4406598:9:6:1	イチミ	sampling	Wikipedia	train	一方、意識を取り戻したノーマンは*一味*が現場に置き去りにした犬を手懐けて一味のもとへ案内させる。
01_itimi	一味	w:4527565:15:2:1	イチミ	sampling	Wikipedia	val	撮影にはＡＰＦのスタジオとその近くのカフェが使われたが、どちらもスラウ工業団地に位置しそれぞれ*一味*の倉庫と幹線道路沿いのカフェとして登場した。
01_itimi	一味	w:4743940:12:4:1	イチミ	sampling	Wikipedia	train	チョウの手引きで彼らはこの絵もまんまと盗み出したが、安心したのもつかの間、実は、チョウの*一味*はフランスの取引相手と共謀して彼らを罠にはめようとしていたのだった。
01_itimi	一味	w:43277:13:3:1	イチミ	sampling	Wikipedia	test	そして、強盗*一味*の潜伏先を特定する。
01_itimi	一味	w:155953:11:3:1	イチミ	sampling	Wikipedia	train	その後ジンベエは主人公ルフィ率いる麦わらの*一味*の９人目の仲間として加入したため、同作におけるメインキャラクターを担当することにもなった。
01_itimi	一味	w:229872:11:4:1	イチミ	sampling	Wikipedia	train	メアリとアンの抵抗も虚しく、バーネットはラカムの船を制圧して*一味*をポートロイヤルに連行した。
01_itimi	一味	w:243049:6:3:1	イチミ	sampling	Wikipedia	train	主人公は地球を侵略する宇宙人の*一味*「クロダコブラザーズ」と、最初は動物・昆虫型メカで戦い、戦闘が佳境に入ったところで、善玉宇宙人の超能力でヒーローに変身して敵メカを倒す。
01_itimi	一味	w:254031:12:1:1	イチミ	sampling	Wikipedia	train	やむなくメイトリックスは、*一味*の監視のもとバル・ベルデへ向かう旅客機に乗り込む。
01_itimi	一味	w:481891:22:1:2	イチミ	sampling	Wikipedia	train	連載初期の頃は一味が東京出張の度に博多土産を持って行く為、博多出身の社員達には非常に受けがよく、*一味*の出張は心待ちにされていた（この際に東京のラーメンを貶す台詞があった為、原作では作者が欄外で弁解している。
01_itimi	一味	w:487643:7:1:1	ヒトアジ	sampling	Wikipedia	train	競技スタイルは従来のオルガ・コルブトやナディア・コマネチなどのようなアクロバテックな演技とは*一味*違い、女性らしい動きを重視した演技構成が中心であった。
01_itimi	一味	w:501473:54:2:1	イチミ	sampling	Wikipedia	train	ケイツビーは即座にアンブローズ・ルックウッドを*一味*に引き入れた。
01_itimi	一味	w:528153:19:1:1	イチミ	sampling	Wikipedia	train	（東天紅〈とうてんこう〉の段）立田の夫である宿禰太郎と、その父の土師兵衛は時平の側に*一味*していた。
01_itimi	一味	w:665929:11:3:1	イチミ	sampling	Wikipedia	test	さらに*一味*は宮崎市内のどこかに爆弾を仕掛けたと通告。
01_itimi	一味	w:713460:12:2:1	イチミ	sampling	Wikipedia	train	賞金と冒険を求めて、*一味*は「デッドエンド」に参加する。
01_itimi	一味	w:729997:13:1:1	イチミ	sampling	Wikipedia	train	１６６７年（寛文７年）、オニビシ*一味*のツカコホシという者の甥が浦河に鶴を捕まえにきた際、オニビシの横暴な態度に不満が溜まっていたシャクシャイン一味は鶴を捕まえることを許さず、結局宴会の席でシャクシャインの息子カンリリカがツカコホシの甥を打ち殺してしまう。
01_itimi	一味	w:784445:18:2:1	イチミ	sampling	Wikipedia	train	いまやマブゼの正体をつかんだフォン・ヴェンクは警官を動員して*一味*の掃討を開始する。
01_itimi	一味	w:787329:9:1:1	イチミ	sampling	Wikipedia	train	アーロン*一味*の証であるタトゥーを付けていた頃は肩の露出を控えていたが、アーロンパーク編以降は露出度が高い服装が多くなった。
01_itimi	一味	w:858941:16:6:1	イチミ	sampling	Wikipedia	train	酒場の飲んだくれたちは、ケインよりもミラー*一味*を応援している始末であった。
01_itimi	一味	w:930913:25:6:1	イチミ	sampling	Wikipedia	train	４月にはヴェイン*一味*が外洋に進出して船を襲うようになり、ピアースの立場も危ういものとなった。
01_itimi	一味	w:1011761:12:3:1	イチミ	sampling	Wikipedia	train	学校を出て記者見習いとして働いていたブスカペはひょんな繋がりから撮影を任されたリトル・ゼ*一味*の集合写真が新聞の一面を飾り、カメラマンとして初めてのキャリアを積む。
01_itimi	一味	w:1034245:25:2:1	イチミ	sampling	Wikipedia	train	タイムボカンシリーズに登場したボーカル曲をほとんど収録している他、トラックの最初と最後に、それぞれの道を歩んでいたドロンボー*一味*が街中で偶然再会するというミニドラマが収録されている。
01_itimi	一味	w:1296970:18:1:1	イチミ	sampling	Wikipedia	train	残骸と共に墜落していく桔梗の姿を確認し、そこへ現れた銭形に追われながらルパン*一味*は帰路につくのだった。
01_itimi	一味	w:1302901:14:4:1	イチミ	sampling	Wikipedia	test	ルパンは、偽ルパン*一味*およびその黒幕である永田重工社長と決着をつけるべく、真希の操縦するラムダと共に、川越にある本社工場へ向かう。
01_itimi	一味	w:1336328:10:5:1	イチミ	sampling	Wikipedia	train	こうしてスレヴンと名乗る男は両親を殺した*一味*に復讐を遂げる。
01_itimi	一味	w:1378112:17:2:1	イチミ	sampling	Wikipedia	train	夫サムの死によってスター一家の所有である保留地（Ｒｅｓｅｒｖａｔｉｏｎ）のヤンガーズ・ベンド（Ｙｏｕｎｇｅｒｓ’　Ｂｅｎｄ　、名はジェイムズ＝ヤンガーズ*一味*にちなむ）がチェロキーの有力者の手に戻ることとなり、チェロキーの指導者と話し合った結果、ジムとの結婚と無法者を匿わないという２つの条件でベルの所有が認められたからである。
01_itimi	一味	w:1415307:13:1:1	ヒトアジ	sampling	Wikipedia	train	トーク後の音楽演奏では、普通の楽器ではなく、*一味*違うものを使用する。
01_itimi	一味	w:2090291:33:2:1	イチミ	sampling	Wikipedia	test	ピエロ・ディ・コジモ・デ・メディチの失脚を画策した*一味*のディオティサルヴィ・ネローニも１４８２年にここに埋葬されている。
01_itimi	一味	w:2242397:7:2:1	イチミ	sampling	Wikipedia	train	羊皮紙を得るためならタンタンを殺しかねない*一味*から何とか逃れ、同じく囚われの身だったカラブジャン号の船長ハドックと出会い共に脱出する。
01_itimi	一味	w:2327533:7:1:1	イチミ	sampling	Wikipedia	train	先住民の脱獄囚を追って偶然ホテルを訪れたソーヤー副保安官に怪しまれた*一味*はソーヤーを拘束し、フランクらに正体を現した上でソーヤーを射殺する。
01_itimi	一味	w:2557153:6:4:1	イチミ	sampling	Wikipedia	train	水戸老公一行が尾張へ向かうと知り、*一味*を出し抜いて自ら弥七の後を追う。
01_itimi	一味	w:2693960:11:1:1	イチミ	sampling	Wikipedia	train	新世界に進出した麦わらの*一味*は「ハンドアイランド」に上陸する。
01_itimi	一味	w:2837016:5:2:1	イチミ	sampling	Wikipedia	train	麦わらの*一味*と、もう一人の仲間である海賊船「ゴーイングメリー号」の出会いから別れまでを描くリメイク作品。
01_itimi	一味	w:2878824:15:5:1	イチミ	sampling	Wikipedia	train	江戸でも*一味*の者たちが藩邸を立退いた。
01_itimi	一味	w:3101596:23:2:1	イチミ	sampling	Wikipedia	train	そして自ら好意を寄せるお千代にもあしらわれ、居場所が無くなった三次は、櫓の福右衛門配下の棚蒲の仁三郎から福右衛門のところに来る様にとの誘いを受け、*一味*の盗人宿である田島屋と言う桶屋に向かう。
01_itimi	一味	w:3191967:5:1:1	イチミ	sampling	Wikipedia	train	『ヤッターマン』をコメディータッチに仕上げた作品で、登場キャラクターも『ヤッターマン』のドロンボー*一味*と同様となり、１話分の長さは約１分間という短編のＦｌａｓｈアニメーション作品。
01_itimi	一味	w:3191967:15:1:1	イチミ	sampling	Wikipedia	train	世界征服を目指す悪の組織で、ドロンボー*一味*とライバル意識が高いが、最近は結託している。
01_itimi	一味	w:3308759:10:1:1	イチミ	sampling	Wikipedia	train	スノーウィの機転によって目を覚ましたタンタンはカポネとその*一味*をやっつけて警察に捕まえてくれと依頼するが、信じてもらえず。
01_itimi	一味	w:3317208:17:2:1	イチミ	sampling	Wikipedia	test	更に道中プレイヤーの身の回りでランダムで発生する「ランダムエンカウンター」があり、ゾンビに襲われている生存者の救出や主人公の敵対勢力となるライズ*一味*を排除、また単に生存者のエピソードを聴衆するだけなどに分けられる。
01_itimi	一味	w:3382778:14:1:1	イチミ	sampling	Wikipedia	train	その後場面がカラチに変わり、テロ組織の*一味*に変装したシャーロックが、アイリーンを逃がしたことが示唆される。
01_itimi	一味	w:3729563:14:1:1	イチミ	sampling	Wikipedia	train	単行本第８４巻ＳＢＳにて、６月１３日（６（むぎわらの）１３（いちみ））が「麦わらの*一味*の日」に認定された
01_itimi	一味	w:3729563:18:4:1	イチミ	sampling	Wikipedia	train	船長のバルトロメオをはじめ、船員全員が麦わらの*一味*の大ファンである海賊団。
01_itimi	一味	w:3729563:76:1:1	イチミ	sampling	Wikipedia	train	麦わらの*一味*と同時期にシャボンディ諸島に到着した海賊たち。
01_itimi	一味	w:3743980:10:4:1	イチミ	sampling	Wikipedia	train	実はベンはテロリストの*一味*で、二人が争い揉み合ったところでベンの銃が暴発、ベンは致命傷を負う。
01_itimi	一味	w:3875794:22:2:1	イチミ	sampling	Wikipedia	train	だがこれは芝居で、実際の彼は自作自演の戦いで典型的なフィクションのヒーローのような台詞を連呼したり、有頂天になった時や予想外の事態が発生した際などに直ぐハイテンションになることが多いほど、極めて大人げない激情家にして、目的のために躊躇いもなく多大な犠牲を出そうとし、不手際を起こした*一味*の同胞に武器を向けて威嚇するなど、かなりの危険人物でもある。
01_itimi	一味	w:3999061:14:3:1	イチミ	sampling	Wikipedia	train	*一味*はそば屋幸吉の妹・お加代を人質にとり、お加代の命と引き換えに捜査から手を引くよう迫る。
01_itimi	一味	w:4000072:120:1:1	イチミ	sampling	Wikipedia	train	ルパン*一味*の逃走劇に巻き込まれ、銭形警部の執念の追跡から逃げ続けるノンストップの高速カーチェイスがアトラクションとして登場した。
01_itimi	一味	w:4037466:13:2:1	イチミ	sampling	Wikipedia	train	また、バルチャーの*一味*は下記に紹介したものの他にも、後述の“ブラックホール・グレネード”も商品としていた。
01_itimi	一味	w:4160456:11:1:1	イチミ	sampling	Wikipedia	test	その後、*一味*はウォルター・ムーア船長を待ち伏せるためにセントクリストファー島に向かった。
01_itimi	一味	w:104558:7:2:1	ヒトアジ	sampling	Wikipedia	train	舞台まで両側の花道が設え、今までの舞台とは*一味*違う革新的で、花道からおそろいの衣装を着けた踊り子たちが登場して観客を驚かせた。
01_itimi	一味	w:3728022:24:2:1	ヒトアジ	sampling	Wikipedia	test	原作の吉田は「漫画とは*一味*違う一つのパラレルワールドとしてお楽しみください」と話している。
01_itimi	一味	w:101983:5:2:1	ヒトアジ	sampling	Wikipedia	train	それまでの芸能情報中心のワイドショーとは*一味*違うカラーを打ち出そうとした。
01_itimi	一味	w:648688:4:1:1	ヒトアジ	sampling	Wikipedia	val	近年は　陸上競技部が力を入れてきており　顧問の先生が近畿レベルの先生であることから　２０２３年以降の陸上部は*一味*違う
01_itimi	一味	w:4265356:24:1:1	ヒトアジ	sampling	Wikipedia	train	ＡＳＣＩＩの阿部はストーリーに読みごたえがあると評価し、ストーリーとシステムの関係についても「従来のシリーズとは*一味*ちがうテイストで描かれる物語を読み進めるうち、気が付けばユニットのレベルや信頼度も上がっているという、なんともニクい仕上がりになっているのだ。
01_itimi	一味	w:585817:11:1:1	ヒトアジ	sampling	Wikipedia	train	２００５年１月４日、新木場１ｓｔＲＩＮＧで開催した「マッスル２」、３月６日、Ｂｌｕｅ　Ｆｉｅｌｄで開催した「マッスル３」で通常の興行とは*一味*も二味も違う独特のテイストを確立。
01_itimi	一味	w:238349:46:2:1	ヒトアジ	sampling	Wikipedia	train	他の剣豪スタアとは*一味*も二味も違って異質な長谷川の殺陣は、「市川右太衛門を所作事とすれば、“剣劇レビュー”」と評された。
01_itimi	一味	w:815315:18:5:1	ヒトアジ	sampling	Wikipedia	train	奥底に高度な技術を持っている人の作品というのは、どんなに軽く作っていても*一味*も二味も違うのである』と評している。
01_itimi	一味	w:3782224:32:17:1	ヒトアジ	sampling	Wikipedia	test	青成瓢吉の永島敏行と、お袖の松坂慶子の青年の夢と女の愛が、真正面からぶつかり合うこのドラマは、なるほど、これまでの『人生劇場』とは、*一味*も二味も違った新鮮な作品となっている。
02_itimoku	一目	w:15150:16:5:1	イチモク	sampling	Wikipedia	train	子分に気前良く金を与え「スラムの帝王」として知られるようになると地元の政治家達もその暴力に*一目*おくようになる。
02_itimoku	一目	w:49548:52:2:1	ヒトメ	sampling	Wikipedia	train	恒藤は沖大東島の石を*一目*見てリン鉱石であると判断した。
02_itimoku	一目	w:72723:7:1:1	ヒトメ	sampling	Wikipedia	train	白いトックブランシェ（、コック帽）は、白い上下のシェフの制服（）と共に*一目*で洋食の料理人と認識されるアイテムである。
02_itimoku	一目	w:113463:16:5:1	ヒトメ	sampling	Wikipedia	test	ジェンキンスは*一目*でひとみを好きになったが、ひとみの方は１週間部屋からほとんど出て来ない状態であった。
02_itimoku	一目	w:132921:5:1:1	ヒトメ	sampling	Wikipedia	train	１０代の頃、ファンであったとある女優に「*一目*お会いしたい」「どうせなら共演したい」と思ったことが声優を目指すきっかけ。
02_itimoku	一目	w:149587:5:2:1	ヒトメ	sampling	Wikipedia	train	ところがアーネストはマデリーンを*一目*見た時から魅了されており、ヘレンを捨ててマデリーンと結婚してしまう。
02_itimoku	一目	w:151355:7:1:1	ヒトメ	sampling	Wikipedia	train	男は「死ぬ前に*一目*妻子に会わせて欲しい」と最後の望みをし、対面した妻へ「いいか、この子が大きくなってもイカを干したものを決してスルメと言わせるな」と告げる。
02_itimoku	一目	w:153628:25:2:1	ヒトメ	sampling	Wikipedia	train	首は*一目*で、二目とは見ない。
02_itimoku	一目	w:177917:6:1:1	イチモク	sampling	Wikipedia	val	日本における文献では１９３０年の『アルス新語辞典』（桃井鶴夫・編）において、「近頃レデー・ファースト主義といふ言葉を見受けるが、あれは婦人に*一目*を置くといふよりも同等に取扱ふ、即ち婦人の個性を認めて尊敬するといふやうな意」との記述が確認できる。
02_itimoku	一目	w:187786:6:2:1	ヒトメ	sampling	Wikipedia	train	証票は身分証明書の機能があり、記章は*一目*で警察官等であることを示す機能があり、本革部分は証票及び記章を保護する機能がある。
02_itimoku	一目	w:270037:11:6:1	ヒトメ	sampling	Wikipedia	test	クラスメイトとなった美人で頭脳明晰な大徳寺美子（Ｂ子）は*一目*でＣ子のことを気に入り、Ａ子といつも行動しているＣ子を自分のものにしたいと思う。
02_itimoku	一目	w:311011:15:2:1	ヒトメ	sampling	Wikipedia	train	グリルの変更はボンネット等の変更を伴うため、モコ専用の「顔」を作らなければならなかったが、そこまでしても*一目*で日産車とわかることを強調することで、新生日産のイメージを顧客に向けて訴えている。
02_itimoku	一目	w:353426:15:8:1	ヒトメ	sampling	Wikipedia	train	しかし、この二者は典型的なものでは*一目*で全くの別物と思えるほどに異なるのに、中間的なものが結構あり、明確な判断が難しい例も多い。
02_itimoku	一目	w:356313:11:4:1	ヒトメ	sampling	Wikipedia	train	ポセイドーンはペロプスを*一目*見て愛し、オリンポスでゼウスがガニュメーデースをそうしたように、ペロプスを自分の侍童とした。
02_itimoku	一目	w:368703:34:1:1	ヒトメ	sampling	Wikipedia	train	地下鉄しか乗り入れていない地下鉄駅の入り口はバス停留所のように歩道へ設置されていることが多く、*一目*で地下鉄駅だと認識できるような工夫がされている。
02_itimoku	一目	w:375413:51:5:1	ヒトメ	sampling	Wikipedia	val	ペルシア王子処刑の様子を見にトゥーランドット姫が広場に現れ、カラフは*一目*見てその美しさの虜となる。
02_itimoku	一目	w:417017:16:2:1	ヒトメ	sampling	Wikipedia	train	いつものように馬に水浴びをさせながら、欧陽鋒が持っていた手ぬぐいを*一目*見た剣士の妻は、何も言わず黙って涙を流す。
02_itimoku	一目	w:431021:78:4:1	ヒトメ	sampling	Wikipedia	train	近年は「創作意欲がわかない」と言ってゴーレムの製作をしていなかったガリアだが、リナを*一目*見た途端にその容姿を気に入ってしまい、リナをモデルにゴーレム人形を作りたいと言い出し始めた。
02_itimoku	一目	w:585214:10:3:1	ヒトメ	sampling	Wikipedia	test	また、最期に*一目*と望む長矩の寵臣片岡高房を自分の取り成しで主君長矩に目通しを許可させたとも記されている。
02_itimoku	一目	w:666231:3:1:1	ヒトメ	sampling	Wikipedia	train	*一目*ぼれ（ひとめぼれ、一目惚れ）とは、その名の通り、一目見ただけで惚れる、つまり恋してしまうことを指し、一般的には一目見た瞬間に特定の相手に対して、夢中になる体験、もしくはその心的な機能のことを指す。
02_itimoku	一目	w:740644:39:7:1	ヒトメ	sampling	Wikipedia	train	その姿を*一目*見て玉手は絶命し、人々はその死骸にすがって泣くのであった。
02_itimoku	一目	w:1054182:12:6:1	ヒトメ	sampling	Wikipedia	train	早速娘の鳳霞に引き合わせるが、鳳霞は*一目*見て逃げ去り、二喜も福貴たちの制止を押し留め、すぐに帰ってしまった。
02_itimoku	一目	w:1238653:28:1:1	ヒトメ	sampling	Wikipedia	train	なお、シドウとメイフォンの頭部は見た目には常人と同じだが、サーシャは右目が赤（生身の時と同じ色）、左目が緑色（カメラ付き義眼）のオッドアイであり、左耳部からこめかみ付近まではカバーが装着されているため、*一目*でサイボーグと判別可能。
02_itimoku	一目	w:1268771:6:2:1	ヒトメ	sampling	Wikipedia	train	とりわけ、１９９７年に発表されたスファール原作の『教授の娘』は、１９９８年にアングレーム国際漫画祭で*一目*惚れ賞を受賞し、好評を博している。
02_itimoku	一目	w:1587194:14:2:1	ヒトメ	sampling	Wikipedia	test	大首領の間に横顔を模したレリーフがあり、原典の『Ｘ』とは異なる姿だったが、ＧＯＤとの戦闘経験があるＸライダーには*一目*で正体を看破された。
02_itimoku	一目	w:1675077:3:1:1	イチモク	sampling	Wikipedia	train	モノネガウイルス目（Ｏｒｄｅｒ　”Ｍｏｎｏｎｅｇａｖｉｒａｌｅｓ”）とはウイルスの分類における*一目*であり、非分節マイナス鎖ＲＮＡをゲノムに持つウイルスが含まれる。
